c_text,hatespeech
"Nach anhaltenden Angriffen auf unsere Kolleg., Landfriedensbrüchen, Flaschen- &amp; Steinwürfen, wobei zahlreiche Polizisten verletzt wurden, beruhigt sich langsam die Lage in #Neukölln.
Die ca. 200 Personen im Bereich Pflügerstr. erhalten Platzverweise.
Ausführliche PM morgen
#b1505",0
@kjeIIhhh @ErwinSchmidbau4 @janboehm Man kennt ihn nur weil es in den Medien mehr gepusht wird,0
"Guck jetzt wie jeder schamlose Hund irgendeine Scheiße labern wird für paar müde Cents.

""Wer noch nie Sex mit Südländern hatte ist Racist not arguing just letting you know🤷🏾‍♂️😉 btw lasst bisschen liebe da 💰 das wir den Kampf gegen Rassismus aufnehmen können""

So wird es sein. https://t.co/elIwr0AN5r",0
@tantemina_ @marxlohaner Aleviten sind Moslems und gehören dem Islam an das zeigt einfach wie ungebildet sie ist. Was einen viel mehr ins Auge sticht ist ihre Bio wo sie auf kurdisch sagt das sie eine alevitische Schlampe ist. Sie selbst ist armselig genug aber zieht alle Aleviten somit in den Dreck,0
@AZeckenbiss Merkel tritt ab du alte Hexe du wirst hier nicht mehr gebraucht und Deutschland du hast uns genug schlechte Sachen angetan trete ab wir wollen dich nicht mehr,0
@FrederikPapier @watwillse @ZentralratJuden @ulfposh Die mitgliederstärkste rechtsextreme Gruppierung in Deutschland sind die grauen Wölfe deren Ideologie von Antisemitismus geprägt ist,0
"@DerAndreas5 @milliyetci69 @ArminLaschet @DrGilYaron 1. Trotzdem muss man nicht 40 Leute töten (davon 1/3 Kinder)
2. Schau einfach eine Woche vorher was die Israelische Polizei bzw m
Militär in der Moschee gemacht hat",0
"@stupmed @BMauschen ebendrum. Der Benchmark, wann das Thema überhaupt relevant wird, liegt sehr hoch. 

Dass Querdenker Angst davor haben, lässt sich m.E. nur mit magischem Denken erklären. Wer glaubt, dass Arnika D30 irgendeine Wirkung hätte, glaubt vielleicht auch an Shedding.",0
"@SabineBr3 @Genossin_Anetta @Karl_Lauterbach der deutsche michel? ohne sinn und verstand? was meinen Sie mit diagnose? ich hab es doch genau erklärt, pcr, blutbild, körperliche untersuchung, röntgen.... wo ist ihr problem, dass es eine medizinische katastrophe sollten sie nun wirklich wissen",0
"Die Politik hat versagt, da braucht man nicht diskutieren. Jetzt ist das Kind aber in den Brund gefallen, jetzt muss man auch zusehen, dass es da wieder rauskommt. Und da sind solche Maßnahmen (leider) richtig. Also: #HaltDieFresseBild",1
"@AGH_Berlin Dummschwätzen von #RRG, die sich nicht einmal für ihr Murks-Gesetz entschuldigen. Jeder Trottel weiß, wo Mietrecht zu finden ist: Im BGB.

Dafür braucht man keine Entscheidung des @BVerfG.

Brauchen wir solche unfähigen Politiker in #Deutschland wirklich?

#bundestagswahl2021",1
"@LutzvanderHorst So ein blödes Geschwafel. 2019 hat man das noch Grippe genannt, sich ins Bett gelegt und nen Tee gesoffen. Und jetzt muss sich jede Heulsuse deswegen profilieren. Ja, auch damals sind Leute daran gestorben. Sogar mehr als jetzt!! 99,85% weltweit überleben es. Wie bei der Grippe.",0
@sunstar1606 @Laika66753508 @OrPerception @reitschuster Kinder sind aber keine Ärzte. Sie bekommen ja mittlerweile schon durch Medien etc. eingeredet sie wären dir super Spreader der Nation die eine Gefahr für die eigene Familie darstellen. So grausam was den kleinen Seelen angetan wird,0
"#Bundesnotbremse hat auch etwas wirklich gutes:

Heute habe ich mitfühlen können, wie sich die Leute in der DDR gefühlt haben müssen, als sie Lynyrd Skynyrd  hörten.

Diese Wehmut Lieder über das freie Reisen zu hören.

Obwohl? Die LP ist hier noch nicht verboten.",0
"So ein krankes Gedankengut sitzt im Bundestag... Die machen dann auch Corona Verleugnerdemos u beschweren sich, wir hätten keine Demokratie mehr... Vielleicht schalten die mal ihr - anatomisch - eigentlich vorhandenes Gehirn an #FCKNZS #fckafd #COVIDIOTS #noafd https://t.co/j83PQCNevW",1
"Richtung Feldstraße gehts weiter.

#hh0105 https://t.co/an5VGM90zI",0
"@Karl_Lauterbach Wie hier alle Leute die Fleisch essen, natürlich nur bei ihrem Bio Metzger um die Ecke kaufen 🙄",0
"@younes4t1 @dutschman @ABaerbock Tatsächlich genügt manchmal schon 1% mehr als die Hälfte, um was zu bewegen. 🤷🏾‍♀️

Menschen mit Schwerpunkt Klimaschutz müssen begreifen, dass auch ökonomische Ressourcen endlich sind.

Selbst in einem Fiat-Geldsystem!

Wandel wird von Verbrauchern gemacht, nicht von Politikern.",0
@DimitriSoupakis @Alice_Weidel Es gibt keine Rassen !!!! Alle Hunde sind Dackel ! Verstehen sie das ❓,0
"@SchmiddieMaik @habdieschnauze1 Die Frau Merkel, wird wohl wieder mit von der Partie dabei sein.
Musste ja schon letztes Jahr, pausieren 🥳",0
"@AnsarBerlin Boooaaaaahhh schlecht .. Verstöße bis zum abwinken, das Virus  hat auch angerufen … geht aber an sowas nicht ran ..es greift ja das Gehirn an 🤷🏻‍♂️ ist da zu spät 🤷🏻‍♂️ #b #b0105 #berlin #Covidioten #coronavirus #B117 #Liefers #AfD #NoCovid #alkohol #Aluhut #AtillaHildmann",0
@Markus_Soeder @reinerhaseloff Gibt es derzeit etwas peinlicheres als den Ellenbogengruß?,0
"@Silke74918142 Was mich ankotzt: Da feiern die Querdenker illigale Partys, stecken Sich und ihre Kinder an und bekommen als Genesene als erste ihre Freiheit zurück, während die Alten auf der Intensiv ersticken.",0
"hab gerade ein paar videos von annalena baerbock geschaut und hatte danach plötzlich wortfindungsstörungen, ich spreche hiermit eine warnung aus",0
"@ape2347 @_FriedrichMerz @Merz Auch dass ist falsch. Es ist nich logisch, Frauen nicht anzusprechen. Genauso wenig wäre es logisch, nur Frauen anzusprechen.
Also wenn Sie mit Logik kommen, wird das nix mit Ihrer Argumentation",0
"@Asmudeus @vancaedin @georgrestle Ach, ist doch ganz einfach. Passt ins Weltbild dann ist es Satire. Entspricht nicht der eigenen Meinung dann ist es plumper Zynismus.",0
@pesal68 So schlimm wie Laschet,0
"@MelanioBusse @Dunkelfluegel @PeterBe38098838 @reitschuster Busse der einzige der unterirdisch ist sind Sie!

Nehmen Sie Ihre Antisemiten mit und wandern Sie aus!

Sie gehören hier nicht hin!",1
@Legibaustein @MMittermeier Ihr sprecht wohl offensichtlich den älteren Menschen das Denken ab? Dieses Vorurteil lese ich nicht zum ersten Mal und immer wieder kriegt mein Kopf Schleudertrauma. Echt zum 🤮,0
"@HGMaassen Genial, @HGMaassen: Rechtsdrehender Ex-Verfassungs“schützer“, der gern für Medien schreibt, die rechtsradikale und antisemitische Beiträge veröffentlichen, spricht zum „Aktionstag gegen Antisemitismus der CDU“. Mehr Satire geht kaum - und mehr Blödheit, liebe @CDU, auch nicht.",0
"@LibertyLucas26 Ich würde gern das gleiche über Laschet und meine Generation sagen, aber leider repräsentiert diese windelweiche Lusche sie allzu gut. 

Anstatt dieser Haßfratze gnadenlos und brutal den Spiegel vorzuhalten kriecht er herum wie ein Wurm. Keine Eier, kein Hirn, keine Zukunft.",0
@ySweazer Halt die Luft an kleiner Knirps komm wir klären das vernünftig   Ich will dich so behindert Boxen,1
"@Killerbengel @Kawa_EU @MartinSebas8 @watwillse @ZentralratJuden @ulfposh Der Artikel sagt aus, dass wenn er nicht zuordbar ist, er rechts zugeordnet wird. Religiöser Antisemitismus von Migranten fällt aber nicht darunter und wird da nicht erwähnt. Bei RIAS liegt der diesjährige Bericht für die Rechten bei 27% und ist damit die größte bekannte Gruppe.",0
"@Stifflersmutter @brixtonofc @AnonNewsDE @diebasispartei Wo #dieBasis ihre Lügen doch so schön auf buntem Papier (wie Scientology oder die ebenfalls rechte „Partei“ #fckAfD) beschrieben hat. Die leeren Worthülsen MUSS man doch einfach glauben. #Fontes, #Ludwig, #Rosen, #Brauner, #Fuellmich, #Helios u.d.R. sind seriös wie Hütchenspieler",0
@PdiddySaar @damnjessieh_ @thisisitA123 @ABaerbock Er scheint ja Sone ri htige humor Granate zu sein Dieser palmer.,0
@FX_Tomis @GunstickULM Nicht wenn wir bärböcki wählen,0
@SF19411190 Absolut. Wer am lautesten Korruption  schreit hat meist etwas zu verbergen. Das Geschrei der Opposition dient nur von den eigenen Sümpfen abzulenken.,0
"@Laforce_61 @WagenMehr @Karl_Lauterbach Rassistisch kann ich nicht beurteilen, aber basierend auf der Verharmlosung der Nazi-Zeit die man in ihrem Wortschatz sowie der Köstüme angelehnt an KZ-Kleidung allerdings  eher antisemitisch 
 bzw. geschichtsrevisionistisch (da ja auch mit der DDR verglichen wird).",0
@SabineBr3 @tobi_totts @Hans456789 @Karl_Lauterbach Sie hält Aerosole ab! Hast Du das nach einem Jahr immer noch nicht verstanden?,0
"@Joramsim @JohannesNormann @Hasenhoernchen @moerv_vom_doerf @SerapGueler @AfD Suhlen Sie sich weiter in Ihrem Schuldkomplex, gehen Sie zum Psychologen aber belasten Sie nicht kommende Generationen mit Ihren Komplexen!",0
"""Bei den Geldern handelt es sich demnach um Sonderzahlungen zwischen 17 500 und 37 000 Euro, die Baerbock als Parteichefin der Grünen erhalten und☝️ „versehentlich“ nicht gemeldet hatte, heißt es"".
😎😎 https://t.co/g3qc8mzzY0",0
@Andrea_Stoll_ @PhilHackemann @ABaerbock Wie kann man so einen dummen scheiß fabrizieren. Das tut beim Lesen schon weh,0
@techsmartapple @Alice_Weidel @UweJunge Es ist die Nationalmannschaft Deutschlands🇩🇪🇩🇪. Dort hat der Regenbogen 🌈 nichts zu suchen. Deutschland ist und das weiß jeder das tolleranteste Land der Welt. Niemals Knien und niemals als Kapitän 🌈 diese Binde!,0
"@kuhn_reinhard @ABaerbock ""Bester Mann""? Dann ist das ein ziemlich fragwürdiges ""Kompliment"" an die anderen grünen Männer - und eine Steilvorlage für alle Frauen dieser Welt. 
By the way: Was finden Sie denn an Boris Palmer so gut?",0
@leipzig04349 @Laforce_61 @WagenMehr @Karl_Lauterbach IcH BiN AusLÄnDer UnD KaNn KeIn RasSiSt SeIn!!!!,0
@leserschwert @reitschuster #sovielunsinnineinemtweetistnichtauszuhalten,0
"@july_home Vor allem "" wollen die uns ausrotten""! Klar, wir erfinden eine Pandemie und Impfungen um Querdenker auszurotten, von denen man vorher gar nicht wusste, dass es sie geben wird. Was für eine Logik!",0
"Eine Gesellschaft in der Medien dazu aufgefordert werden, die Fresse zu halten, Menschen die eine Meinung äußern (egal ob Querdenker oder Geradedenker) und Diskussionen offenbar nicht mehr geführt werden dürfen, macht mir Angst.  #HaltDieFresseBild",1
@JNynaeve @Beatrix_vStorch Ja und man merkt an deiner Rechtschreibung wie sehr die AfD dein Leben prägt.,0
@Sami6161DD @EddyAges @leipzig04349 @Laforce_61 @WagenMehr @Karl_Lauterbach .. das Wort den hast Du reingebracht.. aber es gibt sie die schwarz gekleideten Menschinnen von denen Sachbeschädigungen und KV delikte auf Demonstrationen ausgeht ...,1
"@SonstigeH @kristen_peter @Xrxtn @Alice_Weidel @UweJunge Aber, sie sind in offizieller Eigenschaft dort und das Trikot ist wie eine Dienstkleidung zu behandeln. Diese Binde hat eigentlich nix da zu suchen.",0
"@einandererblog @juliusboemmes Ich halte Querdenker nicht für eine gelenkte Organisation. Da sind Hinz und Kunz vertreten. Und nicht alle Wähler der AfD sind glühende Fans der Partei. Zum Teil ist es ein Notwehrreflex, weil sich sonst niemand um die Belange kümmert.",0
„Na du kleiner hurensohn ich hab dich im Dogma dior video identifiziert wie du am 1sten mai eine Flasche geworfen hast! Holen dich dann gleich ab für die U Haft du linksterrorist“ https://t.co/XO7SqjEUGR,0
"@GortnerHartmut @watwillse @ZentralratJuden @ulfposh Nochmals, ich verurteile sowohl den Links- als auch den Rechtsextremismus, mit Fanatiker ist kein Zusammenleben (Gemeinschaft) möglich. Aber ich und Andere auch dürfen sich wehren, auch ohne Parteibuch, wenn eine Opposition mit Naziparolen und R.extremismus diffamiert wird.",0
@DemokratDer @manuelak62 Dieses debile Grinsen! 😂,1
"@Luisamneubauer Wir haben uns zum Ziel gesetzt, bis *spätestens* 2045 klimaneutral zu werden. Lass uns doch gemeinsam mit dem massiven Ausbau der Erneuerbaren, mit klimafreundlicher Mobilität und vielen anderen Maßnahmen dafür sorgen, dass das schneller geht.",0
"@georgrestle Skandal oder Notlüge?

Wie viele Menschen wären denn eventuell noch gestorben, wenn es auf dem Papier mehr freie Betten gegeben hätte?",0
"@LucifersAngel42 @Georg_Pazderski Bürgerkrieg. Höcke provoziert gerne und andere schmücken es dann aus. 
Wie gesagt, ich mag den Kerl nicht und er ist in Thüringen stark, aber steht nicht für die AfD insgesamt!",0
"@mcgrontsch @Karl_Lauterbach @Alice_Weidel Auch stimmt, dass Patriot ist für euch Links Grün versiffte natürlich absolut Nazi, richtig? Und nicht am Genexperiment teilzunehmen noch eine Steigerung von Nazi? Offenbar hast du es mit selbstständig denken nicht so.",1
"@GortnerHartmut @watwillse @ZentralratJuden @ulfposh Alimentierung von 80% der Importierten, Ehrenmorde, Vergewaltigung nennen sie Hilfe. Religionsfreiheit, haben sie ein Mädchen erlebt, dass dem Christentum beitreten und einen Mann anderer Religion heiraten durfte, das ist ihre moslemische Religionsfreiheit",1
@H_Frommann @LViehler @maybritillner ja genau schau du mal weiter Fernseher 😅 und hör ganz genau zu was dein Guru Karl dir alles erzählt.,0
"@HToenne @KoroBaer @haenschen1000 @MalteKaufmann Lass denen den Namen, sonst sind die überfordert, beleidigen wieder und blocken dann.
Dann gibt es wieder keine Antworten. Du weißt ja wie empfindlich die immer sind.",0
"@AlexanderSchAS @berren1 @Markus_Soeder Stimmt, ist doch egal dass zusätzlich fast 100.000 Leute an Corona gestorben sind :)))))))))))))))))))",0
"Unfassbar, dass der Sumpf immer tiefer und dreckiger wird. Wenn @cdu und @csu nicht noch weiter darin versinken wollen, muss @cducsubt ihn zügig trocken legen: der Straftatbestand der #Korruption braucht eine Verschärfung noch vor der #BTW2021! https://t.co/94JQ8AN7uQ",0
@BILD Nun hört mal wieder auf diese linksgrüne Ideologie mit dieser Person Kobold - Baerbock als Kanzlerkandidat spotted jeder Beschreibung. Habt ihr mal das Programm von den Konsorten Autohassern gelesen? Wahrscheinlich ist Programm lesen nicht mehr in  ?  Für D. der Untergang.,0
Wenn die Baerbock Kanzlerin wird dann ist meine Auswanderung beschlossene Sache ......das wäre so bekloppt .....ich meine wir hatten schon viele geistig Beschränkte dort oben aber das würde echt den Kobold abschiessen ....Kanzlerin Baerbock....irre absolut irre,1
"@Nora_Helene1 @reitschuster Diesen Scheusalen traue ich mittlerweile alles zu 
Eltern wehrt Euch!
Keine Giftspritze!",1
"@Lina68301728 @HToenne @MalteKaufmann Ohhh ein Mimimi
Siehste das ist der Beweis
Und jetzt heul leise.",0
"@sschyvonne @AndySpirig @Karl_Lauterbach Herr, lass Hirn über Frau Richter regnen!",0
@Anna48338034 @Steinhoefel Anna oh Anna .....,0
@OlafScholz Noch mehr Infos zum Kauf der Steuer-CD gibt es hier: https://t.co/IuAID4zKLE,0
"Tw!

jeder Gedanke nachdem ich irgendwas gesagt habe (unter Leuten) 
Omg Tasja bist du behindert 
Gedanklich schlage ich meine Hand gegen Kopf 
AHHHH 
Bring dich um und halt deine Fresse 
Schwöre keiner mag dich und alle denken dass du komisch bist und nervst 
ich will in mein 🛏",0
"@jimmycd69 @Gewaltpeter @davidbest95 @greenpeace_de Schlimm ist es erst, wenn mit unehrlichen Praktiken Wähler in die Irre geführt werden, um sich Vorteil zu verschaffen. Das beobachten wir, wenn wir Aussagen von @MartinHaeusling mit dem Stand der Wissenschaft vergleichen. 
Welche Interessen vertritt er hier, keine finanziellen? https://t.co/JdYaO6n1zq",0
"@Thetruewitch @Xrxtn @Alice_Weidel @UweJunge So, nun kann ich legitim copy &amp; paste ausführen:

https://t.co/fQ69Uy2rNf
ein weiteres Bsp. für sich wehrende Bürger geg. lib. Ideen
https://t.co/56q2KybE5g",0
@SabineBr3 @stefan1531 @Hans456789 @Karl_Lauterbach Confirmation BIAS. 👋🏻 so aber jetzt ist Ende muss los Brudi. Ich habe ja noch ein Leben,0
"@sunstar1606 @reitschuster Eine barbarische Gesellschaft, die Kindern die Luft zum Atmen nehmen und gleichzeitig, wie du es tust, ""Eliten"" verteidigst, die gegen die eigenen Regeln verstoßen.",0
@Team_ReaIity Unwahrscheinlich.,0
"@Freizeitrobin @MartinSebas8 @HohlerAli @watwillse @ZentralratJuden @ulfposh Mag sein, aber dann ist diese Grafik ja kein Widerspruch zur Aussage ""Antisemitismus ist [meist] importiert""",0
cn detailliete beschreibung von Polizeigewalt Polizei https://t.co/6KKnqGwFVd,0
"@Strahlemann9 ""Die Demokratie wurde defacto abgeschafft""
...sagte er, während er mit anderen hirnverbrannten Querdenkern gegen die Meinungsdiktatur demonstriert und das Recht auf freie Meinungsäußerung zusätzlich auf Twitter wahrnimmt...

Dummheit alleine schließe ich da auch aus...
#b0105",0
"@donphilippo @Beatrix_vStorch Alter hast du ein Knall!
Zähle mal zusammen welche Straftaten im Namen des Propheten getätigt wurden!
Natürlich sind nicht alle so, zum Glück!
Denke erst mal nach bevor du die Nazikarte ziehst!",0
"@hoechstes_wesne @Karl_Lauterbach Laber nicht so ein Stuss....
Der Mann Lauterbach, weiß wovon er redet.
Es ist einer der besten Die wir haben und kein anderer kommt an Ihn ran.
Würden mal alle auf ihn hören, dann wäre es auch besser bei uns in Deutschland gegangen mit den ganzen Covit Scheiß.",0
"Was Querdenker unter Freiheit verstehen. Und warum sie sich gegen den Staat wehren wie gegen den bösen Nachbarn.

#Querdenker #Covidioten #Coronaterroristen #DeppeninDeutschland 

https://t.co/yifugRGpPV",1
"@ABaerbock @SOSMedGermany Baerbock als Kanzlerin wird diese Fachkräfte gleich einfliegen lassen. Natürlich auf Kosten der Steuerzahler, man gönnt sich ja sonst nichts. Ich war bisher beiweitem kein Freund der AfD, aber ich und viele meiner Bekannten werden sie wählen!",0
"@Kugelblitzdemo2 @welt Gäbe es nur so Dumpfbacken wie dich, wir würden alle noch in Höhlen hausen.
Zum Glück ist es den meisten Menschen gelungen, sich intellektuell weiter zu entwickeln.
Auch du kannst das, nicht aufgeben! 💪🏻",0
"@Laika66753508 @TigerTi34013939 @melusia @reitschuster Oh..stimmt..Hier ist ja niemand an Corona gestorben..
Hab ich vergessen..🤣",0
@DickeFaxen @Tollkirsche5 @reitschuster AFD wählen,0
"@derspiegel Warum sollte ein Mensch wie Habeck Bundeskanzler werden wollen da er doch Deutschland zum kotzen findet und nichts mit diesem Land anfangen kann, also ist doch klar das Baerbock Kanzlerinnenkanditatin werden muss,",0
@LissysFrauchen @fotobus @kolumna_karl Sorry aber du merkst es echt nicht. Verdrehe hier nicht was ich angeblich gesagt habe. Du kannst es oben nachlesen.... Ich habe nur gesagt: ist der behindert oder was? Das sind ja Querdenker Manieren die du hier aufzieht um deinen Kopf durchzusetzen... Und nochmal...,1
@c_drosten Umso wichtiger auch jüngere Altersgruppen rasch durchzuimpfen um eine erneute Welle hierzulande zu verhindern. Die haben zwar geringere Krankheitsschwere aber sorgen durch Mobilität für viele Kontakte. Und das Thema Schulen MUSS durch Impfungen und Maßnahmen angegangen werden.,0
"@GaiaXFakten @ConTrac19_MS @ConTrac19 @evawolfangel @zeitonline @UlrichKelber Sie: ""weil ein paar Verwirrte den „Überwachungsstaat“ fürchten wie ein Querdenker den Chip von Bill Gates."" impliziert: Ein ÜS wegen Apps ist nicht real.
Ich (mit Bsp Singapur): ""die Gefahr eines Überwachungsstaats (ist) nicht abstrakt, sondern leider sehr reell""
#PlurvTorpfosten",0
@trulyrealbenR @BioManni @Karl_Lauterbach Da fehlt ein roter Punkt.,0
@Xrxtn @Alice_Weidel @UweJunge Was genau ist diskriminierend daran?,0
@BernhardW14 @Schwaebli1 @Andrea_Stoll_ @PhilHackemann @ABaerbock Natürlich kann er das nicht. Es geht nur um plumpes bashing.,0
"@Xrxtn Wer hat dir ins Hirn gekackt??? Diskriminiert? HAHAHAH ERZÄHL DAS MAL HOMOSEXUELLEN DIE GETÖTET WERDEN WEIL ES ANSCHEINEND IHRE ""PRIVATE ENTSCHEIDUNG"" IST/WAR?????!",1
"@KapitalistTurbo @niggi Nö, mit no-covid wäre der Lockdown vor vier Monaten rumgewesen. Schwurbler sorgen für diesen Dauerlockdown.",0
"Bis zum 15. Mai bewerben!
Sie unterstützen ältere Menschen in Fragen rund um Digitalisierung und Technik? Bewerben Sie sich mit Ihrem Projekt, Ihrer Initiative oder Kommune für den Goldenen Internetpreis 2021. 
Weitere Infos: https://t.co/QbMDocfvlu https://t.co/iv4uGCYs0S",0
"@EberhardNeumann @BSabcat @WhiteNOld Was anderes habt ihr Blödnazis nicht drauf? Dein erbärmlichen Job, dein hohler Kartoffelstolz, alle für dumm halten* die nicht pausenlos den selben infantilen  AfD und co Mist  nachplappern. .. Der Neid derer die nix im Leben haben.",0
"@cdu_thueringen @HGMaassen @ChristianHirte Womit hat er überzeugt? Mit der Aussage, sich von der AfD abgrenzen zu wollen. Bis heute hat der Kandidat alle mediale Aufmerksamkeit genutzt für: Nix. Wie will #Maassen Südthüringen voranbringen? 100 Artikel und nicht ein Statement.",0
@CorneliusRoemer @peteraltmaier @HallekMichael @annewill @peteraltmaier  ist unfassbar unverschämt solche Töne zu spucken. Man wendet sich mit Grausen ab - von solchen Leute möchte man nicht regiert werden.,0
"@DrStrompen @ZentralratJuden Woher wissen Sie,dass dort keine Bürger mit deutscher Staatsangehörigkeit bei waren? Der alltägliche Antisemitismus kommt nicht nur von Migranten. Er kommt vom Mann mit seinem Bier auf dem Tisch,aus der bgl. Schicht,von Akademikern. Er ist tiefer verwurzelt als viele denken.",0
"falls jemand fragt, wer den Sommer und den Rest des Jahres auf dem Gewissen hat...! Und ganz ohne Spass: die vielen zusätzlichen Opfer #LongCovidKids #LongCovid #coronatote. Es braucht #NoCovid! https://t.co/pKPW9POBDs",0
"@Ichbins2009 @DrStrompen @ZentralratJuden Das ist Whataboutism, Angst vor Konsequenz und damit auch Ermächtigung der Täter, ob gewollt oder nicht.",0
"@SiegbertDroese @RND_de Ich dachte, Sie sollte schon gegen Navalny ausgetauscht werden? Zur Not haben wir ja noch Baerbock oder Roth. Sie würden sicher diese Last mit Freude tragen.",0
"@Madenmampfer Der Honk kann gar nichts, da braucht es keine Schutzkleidung, es genügt ein nasses Handtuch und Badeschlappen. Das sind eure großen Krieger 😂😂🤣🤣🤣🤣 #Antifa 🤡 https://t.co/6FbVKpbFml",0
@shoutingcassy @schoenix @dutschman @ABaerbock ohne diese Bürokratie würden alle gleich viel zahlen. So zahlen die Reichen mehr. Hat schon seine Logik,0
"@Alemanniel keine Maske, nicht testen und nicht impfen lassen

da hat die #Covidioten-Tussi halt Pech gehabt!

#Querdenker haben nichts in der Birne und können deshalb auch beruflich nix werden.

sieht man auch am #Ballweg ;-)

die #EvaRosen scheint auch nichts können. Ausser dumm labern.",1
"@florianaigner Hm, frustriert war ich eigentlich nicht. Nur daß ich halt in der Unterstufe einen Nazi als Turnlehrer hatte und in der HtL einen Nazi als Mathelehrer. Der Unterschied war nur, daß der Mathelehrer außerdem auch noch fachlich unfähig war.",0
@follbart @Rechtsdirektor @stephanpalagan Nur weil bei den #Grünen der Softi #Habeck vor der Frauenquote eingeknickt ist hat es mit Demokratie noch lange nichts zu tun. #Baerbock  wollte es und gut! Etwas über eine Woch demokratische Diskussion bei der Union wäre jetzt auf einmal der Verfall der Sitten. Gehts noch?,0
"@R_Feuerbach 🔥🇩🇪BREAKING🔥
#Infektionsschutzgesetz 4.0 kommt!
#Ermaechtigungsgesetz 
R.I.P.🇩🇪#Verfassung #Artikel20GG
🔥#Demokratieprinzip
🔥#Rechtsstaatlichkeitsprinzip
🔥#Förderalismus
🔥#Gewaltenteilung
🔥#Volkssouveränität
🔥#Widerstandsprinzip
🇩🇪#Totalitarismus
♨️https://t.co/LZVxmIp85G",0
"@Xrxtn @Alice_Weidel @UweJunge 1. ""normal-hetero"" zu sagen ist diskriminierend, weil es alles andere als nicht normal abstuft, was es nicht ist
2. wo werden hetero Menschen diskriminiert? Sie werden in keiner Weise eingeschränkt ihr Leben zu leben, wie es LGBTQ Mitglieder werden",0
"Coronaleugnenden Fotzen haben es überhaupt soweit getrieben und sind fernab ejglicher Realität. Eine Gesellschaft ist nur so stark wie das schwächste Glied. Diese Menschen wählen ihr Schicksal bewusst - gegen Freiheit, gegen körperliche Unversehrtheit. Querdenker gefährden uns...",1
@Die_Gruenen @ABaerbock Umbau in einen ökosozialistischen Gender und Bauernstaat ohne Massetierhaltung. Leute wacht auf. Diese Fanatiker werden Zusammen mit der SED Nachfolgepartei Deutschland  ruinieren.,0
@Karl_Lauterbach Kinder erkranken in der Regel doch gar nicht schwer,0
"@ErwinSchmidbau4 @janboehm Ja Erwin, wäre es ein deutscher Nazi gewesen, der sich als Araberin verkleidet und beim Einflug „Freiheit für Georg Thiele brüllt!“ da hätten wir schon blöd geschaut. Aber dann wäre #greenpeace wohl nicht in aller Munde 👩🏾‍🎓",0
"@Xrxtn @Alice_Weidel @UweJunge ,,normale hetero“ist also jeder, der nicht hetero ist, nicht normal? Wenn ich sie wäre würde ich etwas auf ihre Wortwahl achten.
Ah und ich würde gerne noch wissen, da sie ja so gebildet scheinen, wo denn bitte ,,Heteros“ diskriminiert werden.",0
"@FrederikPapier @watwillse @ZentralratJuden @ulfposh Ihnen ist schon klar, dass jedes Hakenkreuz das irgendwo auftaucht, als rechte Tat zählt? Die Vorfälle in denen Ausländer oder auch Linke sich das zu Nutze machen sind entsprechend häufig. So zählen auch Hakenkreuze die von Linken an AfD Gebäude geschmiert werden z.b. als rechts.",0
"@georgrestle genau das ist der pkt: das mit dem „neuen untertanengeist“ ist grob falsch. sind denn die, die versuchen sich gut an die massnahmen zu halten, „untertanen“? oder tun sies aus vernunft, aus solidarität, aus angst vor der krankheit?",0
"@Gewaltpeter @davidbest95 @greenpeace_de Alles gut. Tut mir Leid, dass du mit Hass konfrontiert bist. Ich hätte mich auch besser ausdrücken können. :-)",0
"@devrimX1925 Und Menschen mit Geldproblemen wählen wirklich SPD und AfD mit der Hoffnunf, dass ihre Situation besser wird 🥴",0
"@ABaerbock Mit „der Staat“ sind alle Nettosteuerzahler und die kommenden Generationen gemeint. Das bedeutet harte Einschnitte und stark steigende Steuern für jeden der in diesem Land fleißig ist.

Das als Präzisierung.",0
"@crushedshots @AnneFabri1 @DrStrompen @ZentralratJuden Faschist*innen bauen zumindest gerne Lager, in die sie Menschen ohne Gerichtsverhandlung sperren können, um sie anschließend mit Mitteln außerhalb der Rechtsstaatlichkeit zu bestrafen.",0
"@systemanalysen @Karl_Lauterbach Schon mal was von einem Präventionsparadoxon gehört? Nein? Dann recherchier nochmal und denk genau drüber nach, warum die Fallzahlen vielleicht nicht so hoch sind, wie du sie gern hättest. 😅",0
"@welt Wir haben uns als Gesellschaft Regeln gegeben. Von einem Mitglied unserer demokratischen Gemeinschaft erwarte ich Verfassungstreue. Die Sicht von Parteichefin Wissler widerspricht den  Regeln des Landes und der Menschen, denen sie zu dienen vorgibt.",0
"@Xrxtn @Alice_Weidel @UweJunge Wer wird diskriminiert?Die Regenbogenfahne steht in zahlreichen Kulturen weltweit für Aufbruch, Veränderung und Frieden, und sie gilt als Zeichen der Toleranz und Akzeptanz, der Vielfalt von Lebensformen.",0
"#allesdichtmachen?
#wohlnichtmehrganzdicht?
Denn der ursprüngliche Hashtag gibt sich unpassend ironisch, medien- und regierungskritisch, doch eigentlich schwurbelt er nur wissenschaftsfeindlich nach rechts.",0
"@gerd_dold @Daggi21246802 Rentner und Rollstuhlfahrer kann die Gestapo niederringen und schlagen. Aber bei den linksterroristen laufen sie weinend davon.

Ich hatte wirklich mal respekt vor Polizisten.

Das ist wirklich armselig!",1
